date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:53	382/382	---MCZ	200	added ('OK')	text/css	etag:W/%2217e-62fa05d49232e%22	https://patinhafeliz.life/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.27.6	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/plugins/elementor/assets/css/widget-image-carousel.min3dd9.css	(from https://patinhafeliz.life/patinha/)
15:28:53	4298/4298	---MCZ	200	added ('OK')	text/css	etag:W/%2210ca-62fa05d49138e%22	https://patinhafeliz.life/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.27.6	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/plugins/elementor/assets/css/widget-divider.min3dd9.css	(from https://patinhafeliz.life/patinha/)
15:28:53	5187/5187	---MCZ	200	added ('OK')	text/css	etag:W/%221443-62fc2d79bd2c6%22	https://patinhafeliz.life/wp-content/uploads/elementor/css/post-9.css?ver=1741363747	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/elementor/css/post-95dd9.css	(from https://patinhafeliz.life/patinha/)
15:28:54	276486/276486	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2012%20Apr%202025%2018:28:53%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/patinha%20feliz/connect.facebook.net/en_US/fbevents.js	(from https://patinhafeliz.life/patinha/)
15:28:54	126619/126619	---M--	200	added ('OK')	image/png	etag:%221ee9b-62fa07d52379f%22	https://patinhafeliz.life/wp-content/uploads/2025/03/Patinha-feliz-copiar-1024x1024.png	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/Patinha-feliz-copiar-1024x1024.png	(from https://patinhafeliz.life/patinha/)
15:28:54	51877/51877	---M--	200	added ('OK')	image/jpeg	etag:%22caa5-62fa08609af67%22	https://patinhafeliz.life/wp-content/uploads/2025/03/dog-cap-1024x360.jpg	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/dog-cap-1024x360.jpg	(from https://patinhafeliz.life/patinha/)
15:28:54	189449/189449	---M--	200	added ('OK')	image/jpeg	etag:%222e409-62fa08e806b6a%22	https://patinhafeliz.life/wp-content/uploads/2025/03/images.jpg	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/images.jpg	(from https://patinhafeliz.life/patinha/)
15:28:55	84130/84130	---M--	200	added ('OK')	image/jpeg	etag:%22148a2-62fa08e8bf4cb%22	https://patinhafeliz.life/wp-content/uploads/2025/03/junho2020gatocurupira.jpg	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/junho2020gatocurupira.jpg	(from https://patinhafeliz.life/patinha/)
15:28:55	87916/87916	---M--	200	added ('OK')	image/jpeg	etag:%221576c-62fa09ddc4203%22	https://patinhafeliz.life/wp-content/uploads/2025/03/IB2HJSSKGZPI7GIYOJTO4IK3LY-1024x538.jpg	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/IB2HJSSKGZPI7GIYOJTO4IK3LY-1024x538.jpg	(from https://patinhafeliz.life/patinha/)
15:28:55	85199/85199	---M--	200	added ('OK')	image/jpeg	etag:%2214ccf-62fa09f550f5a%22	https://patinhafeliz.life/wp-content/uploads/2025/03/rescue-dogs-before-after-adoption-68-586b6f4a52219__700-1-768x403-1.jpg	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/rescue-dogs-before-after-adoption-68-586b6f4a52219__700-1-768x403-1.jpg	(from https://patinhafeliz.life/patinha/)
15:28:55	71523/71523	---M--	200	added ('OK')	image/jpeg	etag:%2211763-62fa0a37a2b94%22	https://patinhafeliz.life/wp-content/uploads/2025/03/Abrigo-temporario-para-caes.jpg	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/uploads/2025/03/Abrigo-temporario-para-caes.jpg	(from https://patinhafeliz.life/patinha/)
15:28:55	143709/143709	---MCZ	200	added ('OK')	text/javascript	etag:W/%222315d-62fa05d506e87%22	https://patinhafeliz.life/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://patinhafeliz.life/patinha/)
15:28:56	5350/5350	---MCZ	200	added ('OK')	text/javascript	etag:W/%2214e6-62fa05d4eb515%22	https://patinhafeliz.life/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.6	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/plugins/elementor/assets/js/webpack.runtime.min3dd9.js	(from https://patinhafeliz.life/patinha/)
15:28:56	87553/87553	---MCZ	200	added ('OK')	text/javascript	etag:W/%2215601-62f99d0bb2fd2%22	https://patinhafeliz.life/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-includes/js/jquery/jquery.minf43b.js	(from https://patinhafeliz.life/patinha/)
15:28:56	13577/13577	---MCZ	200	added ('OK')	text/javascript	etag:W/%223509-62f99d0bb1862%22	https://patinhafeliz.life/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://patinhafeliz.life/patinha/)
15:28:56	59749/59749	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e965-62fa05d4d97e7%22	https://patinhafeliz.life/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.6	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/plugins/elementor/assets/js/frontend-modules.min3dd9.js	(from https://patinhafeliz.life/patinha/)
15:28:57	21464/21464	---MCZ	200	added ('OK')	text/javascript	etag:W/%2253d8-62f99d0bb2bea%22	https://patinhafeliz.life/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-includes/js/jquery/ui/core.minb37e.js	(from https://patinhafeliz.life/patinha/)
15:28:58	44252/44252	---MCZ	200	added ('OK')	text/javascript	etag:W/%22acdc-62fa05d4d8c2f%22	https://patinhafeliz.life/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.6	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/wp-content/plugins/elementor/assets/js/frontend.min3dd9.js	(from https://patinhafeliz.life/patinha/)
15:28:58	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:28:58%20GMT	https://patinhafeliz.life/patinha/a	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/patinha/a	(from https://connect.facebook.net/en_US/fbevents.js)
15:28:59	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:28:59%20GMT	https://patinhafeliz.life/patinha/POST	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/patinha/POST	(from https://connect.facebook.net/en_US/fbevents.js)
15:29:00	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:28:59%20GMT	https://patinhafeliz.life/patinha/b.resolvedLink	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/patinha/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
15:29:00	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:28:59%20GMT	https://patinhafeliz.life/patinha/schema.org/	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/patinha/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:29:00	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:29:00%20GMT	https://patinhafeliz.life/signals/iwl.js	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
15:29:01	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:29:01%20GMT	https://patinhafeliz.life/patinha/c.dl	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/patinha/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
15:29:01	56571/56571	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:29:01%20GMT	https://patinhafeliz.life/patinha/c.rl	C:/Meus%20Sites/patinha%20feliz/patinhafeliz.life/patinha/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
